Request,code_lines,cost,duration,env_lines,manual_lines,model_type,num_code_files,num_completion_tokens,num_doc_files,num_png_files,num_prompt_tokens,num_reflection,num_total_tokens,num_utterance,version_updates
req41,139,0.085558,84.0,1,53,gpt-3.5-turbo,2,5687,8,0,49456,1,55143,22,4.0
req42,136,0.0910005,101.0,2,73,gpt-3.5-turbo,2,7176,8,0,51099,1,58275,22,4.0
req43,136,0.088145,92.0,-1,77,gpt-3.5-turbo,2,6088,7,0,50646,1,56734,22,4.0
req44,136,0.0875985,81.0,1,69,gpt-3.5-turbo,2,5517,8,0,51043,1,56560,22,4.0
req45,136,0.0907955,87.0,1,72,gpt-3.5-turbo,2,6169,8,0,52305,1,58474,22,4.0
req46,136,0.0911545,87.0,1,72,gpt-3.5-turbo,2,5912,8,0,52887,1,58799,22,4.0
req47,136,0.09192800000000001,89.0,1,82,gpt-3.5-turbo,2,5956,8,0,53344,1,59300,22,4.0
req48,136,0.093177,90.0,1,71,gpt-3.5-turbo,2,5937,8,0,54202,1,60139,22,4.0
req49,136,0.09435099999999999,88.0,1,85,gpt-3.5-turbo,2,6110,8,0,54754,1,60864,22,4.0
req50,136,0.095508,91.0,2,75,gpt-3.5-turbo,2,6069,8,0,55580,1,61649,22,4.0
req51,136,0.096223,90.0,2,80,gpt-3.5-turbo,2,6005,8,0,56142,1,62147,22,4.0
req52,136,0.10039750000000001,113.0,1,117,gpt-3.5-turbo,2,7496,8,0,56937,1,64433,22,4.0
req53,136,0.098549,92.0,2,49,gpt-3.5-turbo,2,6187,8,0,57450,1,63637,22,4.0
req54,136,0.1018415,105.0,2,122,gpt-3.5-turbo,2,7417,8,0,58005,1,65422,22,4.0
req55,136,0.10019700000000001,93.0,1,96,gpt-3.5-turbo,2,6546,8,0,58070,1,64616,22,4.0
req56,136,0.10008199999999999,88.0,1,82,gpt-3.5-turbo,2,6235,8,0,58408,1,64643,22,4.0
req57,136,0.09918199999999999,86.0,1,49,gpt-3.5-turbo,2,5182,8,0,59212,1,64394,22,4.0
req58,136,0.10111450000000001,86.0,2,101,gpt-3.5-turbo,2,5795,8,0,59683,1,65478,22,4.0
req59,136,0.109868,88.0,2,88,gpt-3.5-turbo,2,5872,8,0,65416,1,71288,24,4.0
req60,136,0.1025995,90.0,2,55,gpt-3.5-turbo,2,5861,8,0,60585,1,66446,22,4.0
req61,136,0.10239950000000002,80.0,2,55,gpt-3.5-turbo,2,5089,8,0,61481,1,66570,22,4.0
req62,136,0.10683250000000001,98.0,1,149,gpt-3.5-turbo,2,6743,8,0,62231,1,68974,22,4.0
req63,136,0.10610449999999999,91.0,2,111,gpt-3.5-turbo,2,6076,8,0,62635,1,68711,22,4.0
req64,136,0.10920950000000001,103.0,2,154,gpt-3.5-turbo,2,7150,8,0,63273,1,70423,22,4.0
req65,136,0.107751,89.0,2,70,gpt-3.5-turbo,2,5805,8,0,64094,1,69899,22,4.0
req66,136,0.125413,200.0,2,79,gpt-3.5-turbo,2,14240,8,0,64622,1,78862,22,4.0
req67,148,0.13159900000000002,120.0,2,156,gpt-3.5-turbo,2,7824,8,1,66634,1,74458,22,4.0
req68,174,0.431914,308.0,2,139,gpt-3.5-turbo,2,8040,8,19,74556,1,82596,24,4.0
req69,174,0.421163,290.0,2,49,gpt-3.5-turbo,2,6128,8,19,69938,1,76066,22,4.0
req70,189,0.43801049999999997,398.0,3,159,gpt-3.5-turbo,3,12190,8,19,73087,1,85277,22,4.0
